1,0,20,1765444816
2,0,1,1765444821
1,1,18,1765444869
2,1,1,1765444873
1,0,3,1765446306
2,0,1,1765446309
3,0,1,1765446312
2,1,1,1765446313
1,1,3,1765446316
2,1,2,1765450342
3,0,1,1765450343
1,0,1,1765450344
